,label,content
332,false,"Hillary Clinton supports unlimited abortion on demand up until the moment of birth, including partial-birth abortion, with taxpayer funding."
333,true,"Under legislation that has cleared the Georgia House, some children who are legal refugees could obtain state scholarships to attend private schools."
334,mostly-true,"We went from losing 3 million jobs in the last six months of the Bush Administration, adding almost 600,000 private sector jobs in the first six months of the year."
335,half-true,The STAR Ohio fund just received the highest possible credit rating one of these funds can receive.
336,half-true,"Taxpayers are on the hook ... for less than a third of the proposed new Atlanta Falcons stadium, and those funds are repaid from money that comes from outsiders."
337,mostly-true,"In the last 22 months, businesses have created more than 3 million jobs. Last year, they created the most jobs since 2005."
338,half-true,"Every year, more than $40 million are leaving Missouri for the Lone Star State."
339,mostly-true,A college loan is the only loan in the United States that you cannot refinance when interest rates go down.
340,mostly-true,The House of Representatives has never passed a resolution of disapproval to condemn a member's behavior.
341,mostly-true,"We are younger than our competitors, and this is entirely because of immigration."
342,half-true,Recent international reports show the United States near the bottom among industrialized nations for k-12 academic achievement.
343,true,"Says 24 million people in this country cant find a full-time job, 50 million cant see a doctor when theyre sick, 47 million people need government help to feed themselves and 15 million families owe more than the value of their home."
344,half-true,"The policy mistakes that ... the Clintons made got us, in large degree, to the situation that we are in today with mass incarceration."
345,barely-true,Says he raised average family income by 50 percent during his tenure as Arkansas governor.
346,half-true,They tried to give us $400 million to build a high-speed train that goes 39 miles an hour.
347,half-true,"Says the CBO estimates that fully extending the Bush tax cuts would add 600,000-1.4 million jobs in 2011 and 900,000-2.7 million jobs in 2012."
348,true,President Reagan did it (raised the debt ceiling) 18 times. George W. Bush did it seven times.
349,half-true,"According to David Cay Johnston, the average American pays about 22 percent of their income to federal taxes. The richest 400 Americans pay about 16 percent of their income to federal taxes."
350,false,"Most young Americans right now, theyre not covered by health insurance."
351,mostly-true,"In 1952, the corporate income tax accounted for 33 percent of all federal tax revenue. Today, despite record-breaking profits, corporate taxes bring in less than 9 percent."
352,true,"Over the last 10 years, Texas created 33 percent of the net new jobs nationwide."
353,pants-fire,Says two-thirds of groups targeted for IRS scrutiny were not conservative.
354,pants-fire,"In the class of 1968 at Patrice Lumumba University in Moscow, Mahmoud Abbas was one of the members of that class, and so was Ali Khamenei. And thats where they first established relationships with the young Vladimir Putin."
355,half-true,"Last week the Texas State Board of Education (SBOE), led by Rick Perrys appointee, voted to remove Thomas Jefferson from social studies textbook standards. Thats right. Thomas Jefferson... was deleted from a list of historical figures who inspired political change."
356,barely-true,"As a U.S. senator with salary and perks, ‪#Bernie‬ is in the top 1 percent, but still paid only 13 percent in taxes last year."
357,true,"You know we can't just pull out now... The truth of the matter is: If we started today, it would take one year, one year to get 160,000 troops physically out of Iraq, logistically."
358,half-true,"From 2013-2015, the richest 14 Americans increased their net wealth by more than $157 billion, yet the Republican budget would not require these Americans to contribute one penny to deficit reduction."
359,half-true,"Says that while Foster was mayor, Rick Kriseman was ineffective in the Florida House of Representatives because there was no legislation that passed the House that had (Krisemans) name on it."
360,mostly-true,Says Texas routinely gets a lot more federal spending than it pays in taxes.
361,false,Cell phone numbers go public this month.
362,barely-true,Says it has offered $12 million in savings through 2011 and $184 million in savings over the next 25 years in contract negotiations with the City of Milwaukee.
363,false,Clackamas County Commissioners approved a re-negotiated agreement to lower the countys contribution to TriMets Portland-Milwaukie Light Rail project to $19.9 million from $25 million.
364,mostly-true,Says Texas has 11 different felonies you can commit with an oyster.
365,false,The Obama administration is unwinding our nations welfare-to-work requirements.
366,true,"Electric car sales in Georgia have dropped dramatically since a $5,000 tax credit was eliminated and a $200 annual registration fee was imposed July 1."
367,half-true,The Redskins Training Camp deal generated $40 million in new private investment in the city.
368,half-true,The GOP budget plan would cut nearly a million jobs.
369,half-true,There are more people living in this country who were not born here than at anytime in the history of the country.
370,half-true,Says Hillary Clinton defended Syrias President Assad as a possible reformer at the start of that countrys civil war.
371,half-true,"The Postal Services financial losses result from a 2006 law that drains $5 billion a year from post office revenue, while the Postal Service is forced to overpay billions more into federal accounts."
372,mostly-true,As many as six federal department budget bills have been delayed because of opposition to amendments that would ban Confederate battle flag sales at federal building gift shops.
